tweet,tweet translated,sentiment
Borys bałwanie a ty z watachą nie blokowaleś sejmu,Borys Będrowan,negative
Buhahaha hahaha!,Buhahaha hahaha!,negative
W Polsce bandyci za okupowanie sali Sejmu RP nie zostali ukarani,"In Poland, bandits for occupying the Hall of the Sejm of the Republic of Poland were not punished",negative
"Wspólnym mianownikiem dla ""lewych"" populistów jest cenzura i zamykanie ust tym, którzy maja inne zdanie niż wy...taka to lewacka/komunistyczna wolność słowa.","The common denominator for ""left"" populists is censorship and closing the lips of those who have a different opinion than you ... is such a leftist/communist freedom of speech.",negative
"Pucz w sejmie,kto organizował pajacu z szajki PO.","Cup in the Sejm, who organized a clown from the gang after.",negative
"Skąd u was taka krytyka. Przecież w 2015 po wyborach PISu,  ( i do dziś) sami robiliście to samo, bo nie pogodziliście się do dziś, z przegraną. Nie uznajecie demokratycznych wyborów w Polsce. Wandalizm na ulicach, pucz w sejmie, sianie nienawiści do dziś! Już zapomnieliscie?","Where does such a criticism come from? After all, in 2015 after the PiS election, (and to this day) you did the same yourself, because you have not reconciled to this day, losing. You do not recognize democratic elections in Poland. Vandalism on the streets, coup in the Sejm, hate sowing to this day! Have you forgotten?",negative
Od kilku lat właśnie to uprawiacie.,You have been doing this for several years.,negative
"Tyranozaurrr, uważaj żeby ci skrzydełka nie odpadło jak będziesz ty wypierdzielać","Tyrannosaurrr, make sure that your wings do not fall off as you will fuck you",negative
Poczekamy w tym roku.Kto bedzie potrafił stworzyć rzad.I mam dziwne przeczucie ze nie bedzie to partia obecnie rzadzaca bo nie bede miec samodzielnej wiekszosci a nikt z nimi nie chce.,We will wait this year. Who will be able to create the government. And I have a strange feeling that it will not be the current party because I will not have an independent majority and nobody wants to.,positive
"Coś ci się popierd***ło, Budka.
To przecież wy, najgłupsza opozycja na świecie,od 7 lat podważacie demokratyczne wybory Polaków.","Something to get you ***, booth. 
 It is you, the stupidest opposition in the world, for 7 years you undermine the democratic elections of Poles.",negative
Chłopie jak chcesz cokolwiek wygrać to tak po ludzku ci powiem może zrozumiesz sklej wary.😮,"Dude, if you want to win anything, I will tell you so humanly, maybe you will understand the wary",negative
"Tow. Budka, wy to nawet chrzanić skladnie nie potraficie... wot i szto!","Tow. Budka, you can not even stop it ... WOT and Szto!",negative
XDD odstaw te TVP bo coś się ewidentnie odkleja xD,XDD Postpone this TVP because something clearly detaches xD,negative
Coś ci się w tej łysej pale nie POpie*doliło?,Something in this bald pile did not get it?,negative
"Tak, to całe oblicze PO!!!","Yes, this is the whole face of after !!!",negative
Dupka jak zwykle mistrz intelektu...,Asshole as usual intellect master ...,negative
Ja się nie dziwię że studenci po skąńczeniu są takimi debilami jak mają takich wykładowców...,I am not surprised that students after graduation are such morons as they have such lecturers ...,negative
Na pewno się do niej odniesie zaraz po urlopie.,He will definitely refer to her right after the vacation.,neutral
"Ale to pana szef, Tusk nawołuje do wyjścia na ulicę.
Trzyma pana ostro po Sylwestrze.....","But it is your boss, Tusk calls to go to the street. 
 He holds you hard after New Year's Eve .....",negative
Powiedz budka … jak to jest być podnóżkiem tego ryżego gownojada?,Say a booth ... How is it to be a footrest of this rice guns?,negative
"Czy zasługa, czy nie zasługa to ty nie oceniaj. Wasza partja ma ludzi za NIC, chcecie władzy! Nie uda wam się, bo ludzie nie są ślepi ani głusi. Sami się pogrążacie, taki polityk żeby tak gębę wycierał o obelgi i szyderstwa, wstyd. Piar wsadź se do bu. y.","Whether you do not rate your merit or not. Your party has people for nothing, you want power! You can't do it because people are not blind or deaf. You are sinking yourself, such a politician so that he wiped his mouth on insults and mockery, shame. Piiar put in BU. y.",negative
"Jak to mawiał Miller do Ziobry podczas komisji ds. afery medialnej ?
Jesteś zerem...","How did Miller say to Ziobro during the media scandal committee? 
 You are zero ...",negative
Wypisz wymaluj jak nasza OPozycja. Panie Budka jakiż to trafny komentarz.,"Write paint like our opposition. Mr. Budka, what a good comment is.",negative
Tituszko  bojownik o wolność 😂,Tituszko fighter about freedom 😂,negative
Zobaczymy jak będziesz wył na jeień😂🤣😂,We'll see how you will go out in autumncut,negative
"Budka Kutasie Merkelowsko - Putinowsko - Tuskowski?
Wiekrzych PO-polistow Klamcow Korupcyjnych i Zlodziejskich Scierw jak Wy towarzyszu Budka i wam PO-dobnych Czerwonych Scierw nie bylo i nie ma od czasow Targowicy i pozniejszych Bolszewikow z 1917 r i PO-II-giej wojnie swiatoej","Merkel -Putinowsko - Tuskowski cock? 
 Age in polar corruption and thieves clamps like you, I have a good red, there was no time and there were no Targowica and the Later Bolsheviks from 1917 and the war of the war of the world",negative
"Potepia pan brak szacunku do demokratycznych rozstrzygnięć,  a jednocześnie pisze: ""Oni nie zasługują, by rządzić jakimkolwiek krajem"". Te dwie postawy są sprzeczne. Chyba, że wg. Pana rozstrzygnięcia są demokratyczne tylko wtedy, gdy wygrywają WASI kumple.","You inflict disrespect for democratic decisions, and at the same time he writes: ""They don't deserve to rule any country."" These two attitudes are contradictory. Unless according to Your decisions are democratic only when your buddies win.",negative
"Takie teksty to lemingozie wciskaj. Kapitol, to robota FBI, co za chwilę wyjdzie na jaw po odtajnieniu przesłuchań. Brazylia, ten sam wał globalistów, ale tam tak łatwo nie pójdzie bandytom. Reasumując, jesteś po tych samych pieniądzach z Bidenem, Dudą i resztą.","Such texts are lemmingosis. Capitol is a FBI robot, which will come to light after declaring the interrogations. Brazil, the same globalist shaft, but there will not be so easily. To sum up, you are after the same money with Biden, Duda and the rest.",negative
"A to bydło w Sejmie w "" pasztetową"" wigilię pamiętasz Borysław ?","And this cattle in the Sejm in ""Pate"" Christmas Eve do you remember Borysław?",negative
Ale ze Chleb jest po 30 zł węgla nie ma? Tak prorokiwali twoi idole. O innych chybionych proroctwach nie wspomnę.,But that bread is 30 zlotys of coal? That's how your idols prophecy. I will not mention other missed prophecies.,negative
"Atak na Kapitol, zamieszki w Brazylii, Ciamajdan w Polsce. I Budka ma czelność pisać coś o demokracji. Hipokryta.","Attack on the Capitol, riots in Brazil, Ciamajdan in Poland. And Budka has the audacity to write something about democracy. Hypocrite.",negative
"Jak to leciało? ""Znowu z puczem mi nie wyszło...""","How was it going? ""I didn't work out again ...""",negative
Jaka żyła?,What was the living?,neutral
Napisał debil który brał współudział w nieudanym puczu po wyborach w naszym kraju. #Jedziemy,He wrote a moron who took part in a failed coup after the election in our country. #We drive,negative
Panie Borysie  czy był Pan na Puczu kilka lat temu???,"Mr. Borysie, were you on the coup a few years ago ???",negative
Ale wy jesteście obłudni i tymi wpisami utwierdza mnie Pan w tym żeby na was nie głosować....,But you are hypocritical and you confirm my entries in order not to vote for you ....,negative
To Odłam od POpojebów !! Ale tacy sami ! 😁,This is a branch from the Judies !! But the same! 😁,negative
To PO nie uznaje demokratycznych rozstrzygnięć,This does not recognize democratic decisions,negative
Dla Pani Lemapart i kod. To jest ich wspólny mianownik. Wy też nie zasługujecie na rządzenie. Już raz byliście u koryta pachołki niemieckie,For Mrs. Lemapart and the code. This is their common denominator. You also do not deserve governance. You have already been to the German bollards once,negative
To jak ciamajdan PO,It's like a ciamjajdan after,negative
"No i uczciwie przyznał, że jego partia nie zasługuje, żeby rządzić jakimkolwiek krajem. Ja bym poszedł dalej i włączył w to także miasta.",And he honestly admitted that his party did not deserve to rule any country. I would go further and include cities.,negative
Piep.y hipokryta!!! Nie masz pojęcia o demokracj!,PEP. You have no idea about democracy!,negative
"Budka, a wasz zamaszek stanu skoordynowany z tvnienawiść i niektórymi dziadami w jed.nadwiślańskich,?","Budka, and your storm is coordinated with TVNiunawić and some grandfathers in the Nadwiślański,?",negative
pieknie Pan opisuje działania platformy od 2015r xD,You have been beautifully described by the platform's activities since 2015 xD,negative
Ty hypocrycie do lustra sie popatrz a potem baw sie w wojowaka na Twitter.,You hypocrite look at the mirror and then have fun at the Wojowak on Twitter.,negative
"Wzięli przykład z ""puczu"" zorganizowanego przez volksplatform w 2015/16 roku.

Masz informację czy pasztet wigilijny i "" i nie pucz kiedy odjadę"" w wykonaniu muchy, byly serwowane również Borysławie Rok I Trzy?","They took an example from ""Pucz"" organized by VolkSplatform in 2015/16. 

 Do you have information whether Christmas Eve pate and ""and do not go when I leave"" by the flies, were also served by Borysław a year and three?",negative
Przecież PiS i PO to ten sam antypolski szczep XD,PiS and that's why the same anti -Polish strain xD,negative
Ciamajdam w sejmie też do tego się zalicza,Ciamjajdam in the Sejm is also included,negative
Dziadek Borysława- tow.Wieslaw też był oskarżany o prawicowe odchylenia. Budka bładzisz.,Borysław's grandfather- Tow. Wieślaw was also accused of right-wing deviations. You will be blessing the booth.,negative
A kiedy coś o programie wyborczym? :),And when is something about the election program? :),negative
"PO wygrałaby nawet te wybory, ale warunkiem koniecznym jest milczenie","PO would even win these elections, but the necessary condition is silence",negative
Idealnie opisał pan własne zachowanie w 2016 roku.,You perfectly described your own behavior in 2016.,negative
Mowa nienawiści to wasza broszka,Hate speech is your brooch,negative
"Boria, a ty z choinki się urwałeś ? 😂","Boria, did you get away from the Christmas tree? 😂",negative
"Okupowanie Sejmu ,zloty KOD-u,nawoływanie do wyprowadzania siłą,ztrząsanie „pisowskiej szarańczy”itd. - brzmi znajomo panie pupka?","Occupying the Sejm, zloty CODE, calling to lead by force, shaking ""Pisów locusts"" etc. - Sounds familiar, Mr. Pupka?",negative
To podobnie jak wy. Czyli hołota obywatelska.,It's like you. Or civic tribute.,negative
"Menele z KOD ławnikami ? Ławki w sądzie , to ONI mogą myć !","Meneles with the code jurisdiction? Benches in court, they can wash!",negative
"Tej Borys, a kojarzysz taką nutę - ""znowuuu z puczeeem mi nie wyszłoooo"" - kto to śpiewał?","This Boris, and you associate such a note - ""I didn't work out with Puczeeem again"" - who sang it?",negative
Zapomniał Pan o waszym puczu o zmartwychwstaniu Diduszki,You forgot about your coup about the resurrection of Diduszki,negative
Tylko wy komuchy i Lewactwo zasługujecie na to oszusty i złodzieje ktorzy Unia kierują  Euro w reklamowkach wynoszą psia ważą mac Totalne przyglupy,Only you commies and leftism deserve this fraudster and thieves who manage the Union in advertisers take a dog weigh mac total gaps,negative
W Polsce to chyba posłowie Platformy i Nowoczesnej okupowali Sejm w czasie Bożego Narodzenia 2016 roku,"In Poland, it was probably the Platform and Nowoczesna deputies of the Sejm during Christmas 2016",negative
Debil,Idiot,negative
Żaden cyrk by się nie powstydził.,No circus would be ashamed.,negative
Borys...będziesz rządził w następnej kadencji👍💪👍 ale papierem toaletowym w sejmowym kiblu!,"Borys ... you will rule in the next term of term, but toilet paper in the Sejm toilet!",negative
"Dobrze, że macie żelazne miotły. Zawsze można rozdać je na ulicy kiedy będziecie się liczyli.",It's good that you have iron brooms. You can always give them out on the street when you count.,negative
Toś w temacie 🫣😆,In the subject 🫣😆,negative
A zapomniałeś co wyprawialiście w sejmie.,And you forgot what you did in the Sejm.,negative
Przyszli silni ludzie furiata don Tfu'ska i chcieli POdymić nieprawdaż panie Pupka ?,"Filly people of Furiat Don Tfu's and wanted to tear, don't be a pupka?",negative
"Widzę że w tym przypadku pamięć wybitnie ulotna, a to w sumie tak niedawno. Może jakaś czapeczkę na główkę,  to chociaż trochę zapobiegnie zanikowi pamięci.","I see that in this case the memory is extremely fleeting, and this is so recently. Maybe a hat for the head, it will even prevent memory of memory.",negative
"Zapomniałeś jak w sejmie burdel robiliście . Co było w sejmie budka. Okupacja sejmu, okupacja mównicy sejmowej,  wigilia na PO dłodze w gmachu sejmu. Co budka pieniaczu tak było. Widzisz jakie to szkodliwe. Miernota polityczna.","You forgot how you made a brothel in the Sejm. What was in the Budka Sejm. The occupation of the Sejm, occupation of the parliamentary rostrum, Christmas Eve on the hand in the Sejm building. What was the case with a money booth. You see how harmful it is. Political mediocrity.",negative
Nieuznawanie demokratycznych rozstrzygnięć,Not recognizing democratic decisions,negative
"Zgadza się! Polskę, niestety czeka ten sam scenariusz i tego się boję! Nie mam już siły, jeszcze raz przez to przechodzić! Już raz, 40 lat temu przeżyłam ten koszmar!","That's right! Poland, unfortunately the same scenario awaits and I'm afraid! I have no more strength, go through it again! Once, 40 years ago I survived this nightmare!",positive
"Piękne czasy - pamiętam nagranie z przepychającym się Panem Ryszardem Petru, który koniecznie chciał być jak najbliżej mównicy sejmowej :D","Beautiful times - I remember the recording with the pushing Mr. Ryszard Petru, who necessarily wanted to be as close as possible to the parliamentary rostrum: D",neutral
Jaki szacunek do instytucji publicznych i politykow maja miec ludzie? Politycy nie szanuja kraju i obywateli! Jestescie sprzedajnymi lajdakami! Ludzie maja dosc i maja prawo to wyrazic! No chyba ze jedne protesty sa ok a inne nie!? To samo w Kanadzie bylo!Hipokryzja!,"What respect for public institutions and politicians should people have? Politicians do not shit the country and citizens! You are selling flags! People have enough and have the right to express it! Well, unless some protests are ok and others are not!? The same in Canada was! Hypocrisy!",negative
Cała Platforma nic do zaoferowania.,The whole platform is to offer.,negative
Od kiedy PIS to prawica ?..są tak samo lewicowi jak Wy...wojna wewnątrz mafii.,Since when is PiS the right wing? .. They are just as left as you ... war inside the mafia.,negative
Znowu z puczem mi nie wyszło.🎶,I did not work out again.,negative
Myślenie piclamu .wygrać wybory i cały piclam  za kraty,Piclam thinking. Make elections and the whole piclam behind bars,positive
To jak tam z piłowaniem katoli i wyprowadzeniem siła było? Kto to mówił? Kto podburza? Słucham...,So how was it with sawing Catholic and leading the strength? Who said that? Who is stirring? Listen...,negative
Pewnie nie ten kolor papieru toaletowego był w hotelu poselskim🤣🤣,Probably not this color of toilet paper was in a parliamentary hotel🤣🤣,negative
Siema #troll.u - znowu stawiasz kłocki i trolujesz?💩💩💩,Hi #troll.i - you put Kłocki again and trolling? 💩💩💩,negative
"Budka gdzieś ty był jak Twoja koleżanka śpiewała w okupawanym przez opozycję sejmie ""nie płacz kiedy odjadę ""","Budka somewhere you was like your friend sang in the Sejm, occupied by the opposition, ""don't cry when I leave""",negative
Jakieś raporty?,Any reports?,neutral
"Oni zachowują się dokładnie tak jak wy od 2015 roku- nie dociera do was, ze przegraliscie w demokratycznych wyborach i do dziś nie szanujecie naszej-Polaków- woli. Tak, nie zasługujecie na to, zeby rządzić.","They behave exactly like you since 2015- you don't get to you that you lost in democratic elections and you don't respect our-Polish- will to this day. Yes, you don't deserve to rule.",negative
jebac budke,fucking booth,negative
"Właśnie potwierdza Pan, że demokracja to syf.",You just confirm that democracy is a mess.,negative
"Wy macie w CV ,,Ciamajdan,, #PatoOpozycja","You have in the CV ,, ciamjajdan ,, #patopozyment",negative
Ładne sobie zdjęcie zrobiłeś cepie 😂,You took a nice picture of your fold 😂,negative
Dalej nie rozumiesz co się do ciebie pisze 😁,You still don't understand what to write to you 😁,negative
A wywiadu udzielałeś jak zawsze w klatkach i badejkach?,And did you give an interview as always in cages and badges?,negative
Co to? Samokrytyka PO? W końcu dojrzeliscie?,What's that? Self -criticism PO? You finally matured?,negative
a sami syf a sejmie robili ... POpaprańcy,and the San and the Sejm were made by ... poptrańcy,negative
Przecież to Pana szef nawołuje do organizowania się na tzw ulicy po przegranych wyborach . Pan  i koledzy partyjni maja usta pełne frazesów gorzej z praktyka .,"After all, the boss calls to organize himself on the so -called street after losing elections. The Lord and party colleagues have lips full of clichés worse with practice.",negative
A wy to Jaselka w Sejmie zrobiliscie?,And you did Jaselka in the Sejm?,negative
"Przekręty, nieliczenie się z glosem spoleczenstwa, mafia VATowska, Ambert Gold, włażenie w d... ę niemcom i ruskim, lepszy VAT niż narkotyki, praca do ŚMIERCI, kradzież kasy z OFE - obraz Polski za rządów (a właściwie nierządów) PO i PSL.","Screening, not being counted with the voice of society, Vatian mafia, Ambert Gold, in Dz ... Germany and Russian, better VAT than drugs, work until death, theft of cash from OFE - a picture of Poland during the rule (or actually prisoners) after i PSL.",negative
Zupełnie jak wtedy gdy PO z tvn przeprowadziło ciamajdan w parlamencie.,Just like when PO from TVN carried out Ciamajdan in parliament.,negative
"Borysław,a ciamajdan,kod,grożby Tuska itd?To wasza robota ,opozycja pod hasłem Pedofilia Obywatelską.KUMASZ?","Borysław, and Ciamajdan, code, Tusk threats, etc? This is your work, the opposition under the slogan of citizens'.",negative
Opozycja idioci. Rząd mega banda debili i złodziei i tak sobie żyjemy w tym państwie z gówna i kartonu. Tylko tępy elektorat PiSu się cieszy że obajtek ruchał nas aż miło. Ehh. Pobudka ćwoki,Opposition of idiots. Mega Gang of Debils and Thieves We live in this country with shit and cardboard anyway. Only the blunt electorate of PiS is glad that Obajtek moved us nice. Ehh. Wake up,positive
Zapomniał wół jak cielęciem był. Borysku spodnie załóż bo ci cipka wystaje.,He forgot the oxen like a calf was. Borisku pants put on because your pussy sticks out.,negative
On i Bury-duet wszechczasów.,He and Bury-Duet of all time.,negative
Takiego sqrwienia świat nie widział. Przecież to wy od 2015r siłą (ulica/zagranica) za pomocą kryminalistów z KOD chcecie obalić rząd  Masz nas Obywateli Polski za idiotów?,"The world has not seen such a sqi. After all, it is you from 2015 by force (street/abroad) using criminals from the code Do you want to overthrow the government do you do Polish citizens for idiots?",negative
Teraz PiS kradnie na potęgę,Now PiS is stealing power,positive
Na glowe Pan updal?,Did you get on your head?,negative
A co stosuje pisowska szajka,And what does Piszowan gang use,positive
"Jaki tam z pana i  z pańskich kolegów prawy populista. 😃
Lewaki i tyle. Atakujący demokratycznie wybrany polski rząd.","What a righteous populist from the Lord and your colleagues. 😃 
 Leftists and that's it. Attacking a democratically elected Polish government.",negative
Jak kobiety wyszły na ulicę to chciał je pacyfikować. A elektorat PiSu albo ledwie łazi albo patusy najebane akurat są,"When women went out into the street, he wanted to pacify them. And the electorate of PiSu either barely wanders or patuses are full",positive
"Ależ trzeba być cynicznym i wyrachowanym człowiekiem, żeby coś takiego napisać. To wy kwestionujecie legalność wyborów w Polsce, nazywacie siebie opozycją demokratyczną... Masakra.","But you have to be a cynical and calculated man to write something like that. You question the legality of elections in Poland, call yourself a democratic opposition ... Massacre.",negative
"Jak Pana nie lubię i uwazam zę ciagnie Pan KO na dno, to akurat ma Pan tutaj rację.","If I don't like you and I think you are still at the bottom, you're right here.",positive
"Czyli dokładnie to co wy i wasi zwolennicy robicie. Nie uznajecie demokratycznych wyborów i chcecie siłą obalić legalnie wybraną władzę. Tylko, że wy czynicie jeszcze większe zło, bo wciągacie w to Niemcy i Rosję. Chcecie kolejnego rozbioru Polski?","So exactly what you and your supporters do. You do not recognize democratic choices and you want to overthrow the legally chosen power by force. Only that you do even greater evil, because you draw Germany and Russia. Do you want another partition of Poland?",negative
Hipokryzja się z Pana wylewa.,Hypocrisy is pouring out of the Lord.,negative
"to wygraj wybory, populistyczny gnojk/u","then win the election, populist manure/u",negative
Żona Adamowicza też pracowała na L-4 i nie stawiała się w prokuraturze.Kasta to lubi.,Adamowicz's wife also worked on L-4 and did not appear in the prosecutor's office. Kasta likes it.,negative
"Borys, po raz kolejny wystawiasz się na śmieszność","Borys, you are emerging once again",negative
"Żyją dzięki zdradzie Wałęsy,nocy komunistycznych teczek 1992,zamachu w Smoleńsku i ukrywaniu Tuska przez Merkel.","They live thanks to the betrayal of Wałęsa, the Night of Communist Frys 1992, the assassination of Smolensk and the hiding of Tusk by Merkel.",neutral
"Większego kołtuna i populisty od cienie,rudego tuskotrola i całego waszego środowiska trudno szukać, antypolski, kłamliwy chamie, spakować was do dużej reklamówki z Biedronki i wysłać Putinowi jako mięso armatnie,tam napewno się chamy nadacie, berlińskie i moskiewskie trole","A larger tangel and populist from shadows, red Tuskotrola and your whole environment, it's hard to look for, anti -Polish, lying rude, pack you in a large commercial from Biedronka and send Putin as cannon meat, there are certainly booms, Berlin and Moscow trolls",negative
"Zwłaszcza człowiek-bizon był bardzo ""prawy"", BAWOLE!!!
PS. Lepszy prawy populista, który choć w połowie dotrzyma słowa, niż lewacki demagog, którego słowo jest mniej warte, niż papier toaletowy.
PS. orzekanie z góry, że ktoś jest niegodny rządzenia, jest takie jakby nazistowskie?","Especially the Bizon man was very ""right"", buffalo !!! 
 Ps. A better righteous populist who will keep his word in half than a leftist demagogue, whose word is less worth than toilet paper. 
 Ps. Adjusting in advance that someone is unworthy of governing is like Nazi?",negative
Ty głąbie nie pamiętasz co próbowaliście zrobić w Polsce?,Do you not remember what you tried to do in Poland?,negative
Popierdoliło Ci się w tym łysy Łebie o czym ty prawisz a z resztą przecież nawet nie jesteś tym co koń pod brzuchem nosi Zero,You have fucked up the bald head about what you are right about and with the rest you are not even what the horse under the stomach wears zero,negative
"O kurczę, nie sądziłem, że identyfikuje się Pan jako ""prawy"" populista. Odważny coming out, szanuję!","Oh, I didn't think you identify as a ""right"" populist. Brave coming out, I respect!",negative
"Tyranozaurrrrr ?
...
Widać parametrami próbujesz dorównać, temu ulicznemu monstrum Lempart'owej..
oraz plugawym słownictwem...!, 
rodem z tego twojego lewackiego chlewu...!
Uporządkowanie tej ""Stajni Augiasza"",
 wymaga wielkiego wysiłku prawicy...","Tyrannosaurrrr? 
 ... 
 You can see parameters you are trying to match this street monster lempart .. 
 and a filthy vocabulary ...! 
 A straight from your leftist pigsty ...! 
 Ordering this ""Augiah stable"", 
  requires a great effort of the right ...",negative
Ależ wy lubicie samozaoranie. Głąb przy głąbie w tej oPOzycji.,But you like self -managing. Depth at the depths in this opposition.,negative
Wy to najlepiej wiecie.PUCZ JUZ MACIE ZA SOBA W ROLI GLOWNEJ MUCHA.,You know it best. You already have a main fly behind you.,negative
"Dzięki nim,Unia rozleci się jak ZSRR.","Thanks to them, the Union will fall apart like a USSR.",neutral
Taaak...nieuznawanie demokratycznych rozstrzygnięć ....,Yeah ... not recognizing democratic decisions ....,negative
Cos jak ciamajdan? Boryslawie iliczu?,Something like Ciamajdan? Boryslaw Ilicz?,negative
Borys znowu się pchasz do koryta!,Borys you push into the trough again!,negative
"P Budka co Pan wygaduje .Tam Brazylia jak można przyrównywać do prawicy  w Polsce.I gadać bzdury że prawica nie może rządzić .To odwrotnie lewaki nie mogą rządzić szanowny Panie,tak zdecydowali wyborcy.A Brazylia niech sama rozwiązuje swoje problemy .","Pudka what you are talking about. Brazil as you can compare to the right in Poland. And the nonsense to talk that the right cannot rule. This is the opposite of the leftists cannot rule the honorable ladies, so the voters decided. And Brazil, let Brazil solve their problems.",negative
Ty gnojku. A kto nawołuje do eyjscia na ulicę? PJK czy szczur Tusk. Muarkuj słowa bo mogą one idbic ci się czkawką.,You bastard. And who calls for Eyjsia to the street? PJK or Szczur Tusk. Marear words because they can idbic you hiccups.,negative
No i ponad tysiąc negatywnych komentarzy w godzinkę ? Brawo Borysław!,And over a thousand negative comments in an hour? Well done Borysław!,negative
Ruski szablon,Ruthenian template,positive
Boris... zes teraz odjebal 😁🤡,Boris ... zes now Zobal 😁🤡,negative
Słuszna uwaga.,Good point.,positive
"Pucz,nareszcie był pucz,tfu.","Pucz, finally there was a coup, tfu.",negative
O popuczu się zapomniało a kogoś chcesz oceniać ćwoku,You have forgotten about the pop and you want to evaluate someone,negative
"Masz rację
Budka jest jednym z najbardziej obrzydliwie bezczelnych 🤮","You're right 
 Budka is one of the most disgusting insolent 🤮",negative
Gomułce się już wszystko w tym ptasim móżdżku popier...o.,Gomułu is all in this bird cerebellum ... o.,negative
👏👍🎩,👏ressive,positive
"Komuniści boją się prawych.Nareszcie,brawo.","Communists are afraid of the right. Finally, applause.",negative
"Tzw Ciamajdan ? no toż to był skandal, dobrze, że nikt nie użył broni ani nawet pałek , choć sie należały.","The so -called Ciamajdan? Well, it was a scandal, it's good that nobody used weapons or even sticks, although it was due.",negative
Kasa z Kremla i Watykanu.,Cash from the Kremlin and the Vatican.,positive
Ale żeś dojeboł teraz! Ty się zdecyduj bo raz tak mówisz raz inaczej.,But that you got it now! You decide because you say it once differently.,negative
"Klapa od sracza, znowu kłapnęła ozorem - zapewne coś ciebie osrało!?","The flap from the shit, she argued again with the tongue - probably something was lining you!?",negative
"Budka, to krytyka Tuska? Uważaj bo wyśle po ciebie paru silnych ludzi ...","Budka, is Tusk's criticism? Be careful because I will send a few strong people for you ...",negative
Buraku zaPOmniałeś knucie POsrany o Polsce KOD ciamajdan i innych Obywatelach CHUJ !!!!pasożycie POd kiecami teściowej tfuSSka🤮💩🤮💩🤮💩🤮💩🤮💩🤮💩,"Beetroot, you have forgotten the plot of the Ciamajdan Code and other citizens, fucking.",negative
I dlatego nie uznajesz żadnej instytucji? To ty z prawicy jesteś?🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,And that's why you don't recognize any institution? Are you from the right? 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,negative
"Ty nie patrz tyle w lustro, za dużo ćpasz!","You don't look so much in the mirror, you get too much!",negative
A kto zdeptal TK i demokrację w Polsce w 2016r odpadzie metaboliczny?,And who deposited the Constitutional Tribunal and democracy in Poland in 2016 metabolic waste?,negative
Pamiętasz pasztetowy ciamajdan?,Do you remember the pate of Ciamajdan?,negative
"Blokowanie mównicy sejmowej i obrad na sali plenarnej, nieuznawanie sędziów mianowanych przez inną opcję, donoszenie na własny kraj, kalanie gniazda....
Macie swój udział w burzeniu demokracji.","Blocking the parliamentary rostrum and meeting in the plenary hall, not recognizing judges appointed by another option, reporting to your own country, Kalanie Nest .... 
 You have your participation in the destruction of democracy.",negative
Dureń👆,Dureń👆,negative
"A zammieszki we Francji,Belgii, Holandi jakoś pan skometuje? Czy jest zakaz z Brukseli aby o tym mówić?","Do you somehow comment on the riots in France, Belgium, the Netherlands? Is there a ban from Brussels to talk about it?",negative
"Bardzo mi to przypomina wściekłą prostacką dzicz z KOD, Iustitii i innych animowanych przez POKO band frustratów, również nie potrafią zaakceptować wyników wyborów.","It reminds me a furious straight wilderness from the code, Iustitia and other animated frustrates by the room band, they are also unable to accept the results of the election.",negative
🐑🤣🤣🐑🐑,🐑🤣🤣🐑🐑,negative
"Budka byłeś pieniaczem, teraz idziesz na lidera debili w opozycji.","Budka you were a means of money, now you are going to the leader of morons in opposition.",negative
"Brak szacunku dla instytucji publicznych, nieuznawanie demokratycznych rozstrzygnięć - czyli cała opozycja. Protesty przed sejmem, próba puczu, kodziarstwo to są ci ""prawi"" populiści ? Zastanów się człowieku jak coś piszesz. Pana własne słowa pana pogrążają.","Lack of respect for public institutions, not recognizing democratic decisions - that is, the whole opposition. Protests before the Sejm, coup attempt, kidding are you ""right"" populists? Think about man how you write something. You are your own words of your own words.",negative
I Pan uważasz się za godniejszego sprawowania władzy od kogoś innego tak? Hipokryzja na całego i tyle.,And you consider yourself more dignified to exercise power than someone else? Hypocrisy all over and that's it.,negative
Ty łysy baranie czerwony przecież wy to cały czas robicie.,"You bald ram red, after all, you do it all the time.",negative
"Ty leniwy lewaku , całkiem schamiałeś.","You lazy leftist, you were quite drying.",negative
"Panie Budka, a jaki szacunek do demokratycznych rozstrzygnięć okazał Pan i pańscy koledzy partyjni kiedy to blokowaliście sejm i nawoływaliscie do puczu","Mr. Budka, and what respect for democratic decisions was shown by the Lord and your party colleagues when you blocked the Sejm and called for couples",negative
Gonić lewactwo z POwierzchni Ziemi!!!,Chase leftism from the earth's surface !!!,negative
Jak musi im walić z gara.,How he has to bang them out of the garage.,positive
"Budka zasługuje  żeby rządzić krajem, zostawili nam kupe  kamieni I ch,......Sienkiewicza  3tys.żebrzacych Polaków na dworcach w Belgi,na zeszyt na wsiach ludzie brali żywność","Budka deserves to rule the country, they left us a lot of stones and ...... Sienkiewicza 3,000.",negative
Żeby było ślicznie i demokratycznie. Grzebania w cudzej własności nie było końca.,That it would be beautiful and democratic. There was no end to burying someone else's property.,neutral
